,Country,Discipline,Athlete,Gender,Series,FinPosn
200,FRA,Boulder,Mejdi SCHALCK,Male,WC Series Boulder 2025 Senior Male,2
990,RUS,Boulder,Salavat RAKHMETOV,Male,WC Series Boulder 2000 Senior Male,2
1179,UKR,Boulder,Serik KAZBEKOV,Male,WC Series Boulder 1999 Senior Male,2
18,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2006 Senior Male,2
16,AUT,Boulder,Jakob SCHUBERT,Male,WC Series Boulder 2013 Senior Male,2
17,AUT,Boulder,David LAMA,Male,WC Series Boulder 2008 Senior Male,2
19,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2004 Senior Male,2
20,AUT,Boulder,Kilian FISCHHUBER,Male,WC Series Boulder 2012 Senior Male,2
209,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 1999 Senior Male,3
166,ESP,Boulder,Daniel ANDRADA JIMENEZ,Male,WC Series Boulder 2001 Senior Male,3
97,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2013 Senior Male,3
208,FRA,Boulder,Daniel DU LAC,Male,WC Series Boulder 2000 Senior Male,3
210,FRA,Boulder,Jérôme MEYER,Male,WC Series Boulder 2004 Senior Male,3
991,RUS,Boulder,Aleksei RUBTSOV,Male,WC Series Boulder 2017 Senior Male,3
647,ITA,Boulder,Gabriele MORONI,Male,WC Series Boulder 2009 Senior Male,3
142,CZE,Boulder,Adam ONDRA,Male,WC Series Boulder 2015 Senior Male,3
993,RUS,Boulder,Dmitrii SHARAFUTDINOV,Male,WC Series Boulder 2008 Senior Male,3
141,CZE,Boulder,Adam ONDRA,Male,WC Series Boulder 2021 Senior Male,3
1214,USA,Boulder,Sean BAILEY,Male,WC Series Boulder 2021 Senior Male,4
889,KOR,Boulder,Jongwon CHON,Male,WC Series Boulder 2019 Senior Male,4
890,KOR,Boulder,Jongwon CHON,Male,WC Series Boulder 2016 Senior Male,4
1215,USA,Boulder,Nathaniel COLEMAN,Male,WC Series Boulder 2015 Senior Male,4
1216,USA,Boulder,Chris SHARMA,Male,WC Series Boulder 2002 Senior Male,4
433,GBR,Boulder,Toby ROBERTS,Male,WC Series Boulder 2023 Senior Male,4
888,KOR,Boulder,Dohyun LEE,Male,WC Series Boulder 2025 Senior Male,4
648,ITA,Boulder,Gabriele MORONI,Male,WC Series Boulder 2008 Senior Male,4
650,ITA,Boulder,Christian CORE,Male,WC Series Boulder 2006 Senior Male,4
649,ITA,Boulder,Christian CORE,Male,WC Series Boulder 2005 Senior Male,4
525,GER,Boulder,Yannick FLOHÉ,Male,WC Series Boulder 2022 Senior Male,4
964,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 2001 Senior Male,4
1180,UKR,Boulder,Serik KAZBEKOV,Male,WC Series Boulder 2003 Senior Male,4
168,ESP,Boulder,Daniel ANDRADA JIMENEZ,Male,WC Series Boulder 2000 Senior Male,5
167,ESP,Boulder,Daniel ANDRADA JIMENEZ,Male,WC Series Boulder 1999 Senior Male,5
926,NED,Boulder,Jorg VERHOEVEN,Male,WC Series Boulder 2007 Senior Male,5
98,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2012 Senior Male,5
434,GBR,Boulder,Toby ROBERTS,Male,WC Series Boulder 2024 Senior Male,5
1061,SLO,Boulder,Gregor VEZONIK,Male,WC Series Boulder 2018 Senior Male,5
965,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 2003 Senior Male,5
78,BEL,Boulder,Hannes VAN DUYSEN,Male,WC Series Boulder 2025 Senior Male,5
526,GER,Boulder,Jonas BAUMANN,Male,WC Series Boulder 2009 Senior Male,5
891,KOR,Boulder,Dohyun LEE,Male,WC Series Boulder 2024 Senior Male,6
1121,SUI,Boulder,Matthias MÜLLER,Male,WC Series Boulder 2004 Senior Male,6
1181,UKR,Boulder,Serik KAZBEKOV,Male,WC Series Boulder 2002 Senior Male,6
99,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2016 Senior Male,6
436,GBR,Boulder,Stewart WATSON,Male,WC Series Boulder 2010 Senior Male,6
435,GBR,Boulder,Maximillian MILNE,Male,WC Series Boulder 2022 Senior Male,6
651,ITA,Boulder,Gabriele MORONI,Male,WC Series Boulder 2007 Senior Male,6
527,GER,Boulder,Jan HOJER,Male,WC Series Boulder 2019 Senior Male,6
100,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2014 Senior Male,6
143,CZE,Boulder,Tomás MRÁZEK,Male,WC Series Boulder 2006 Senior Male,6
1062,SLO,Boulder,Klemen BECAN,Male,WC Series Boulder 2011 Senior Male,7
437,GBR,Boulder,Maximillian MILNE,Male,WC Series Boulder 2024 Senior Male,7
438,GBR,Boulder,Mark CROXALL,Male,WC Series Boulder 2005 Senior Male,7
653,ITA,Boulder,Christian CORE,Male,WC Series Boulder 2001 Senior Male,7
652,ITA,Boulder,Lucas PRETI,Male,WC Series Boulder 2009 Senior Male,7
144,CZE,Boulder,Martin STRANIK,Male,WC Series Boulder 2016 Senior Male,7
1182,UKR,Boulder,Mykhaylo SHALAGIN,Male,WC Series Boulder 2007 Senior Male,7
928,NED,Boulder,Jorg VERHOEVEN,Male,WC Series Boulder 2013 Senior Male,7
927,NED,Boulder,Wouter JONGENEELEN,Male,WC Series Boulder 2003 Senior Male,7
1217,USA,Boulder,Nathaniel COLEMAN,Male,WC Series Boulder 2021 Senior Male,7
528,GER,Boulder,Jan HOJER,Male,WC Series Boulder 2017 Senior Male,7
894,KOR,Boulder,Jongwon CHON,Male,WC Series Boulder 2018 Senior Male,7
892,KOR,Boulder,Dohyun LEE,Male,WC Series Boulder 2022 Senior Male,7
893,KOR,Boulder,Jongwon CHON,Male,WC Series Boulder 2023 Senior Male,7
1183,UKR,Boulder,Mykhaylo SHALAGIN,Male,WC Series Boulder 2009 Senior Male,8
529,GER,Boulder,Jonas BAUMANN,Male,WC Series Boulder 2008 Senior Male,8
439,GBR,Boulder,Gareth PARRY,Male,WC Series Boulder 2004 Senior Male,8
530,GER,Boulder,Jan HOJER,Male,WC Series Boulder 2013 Senior Male,8
102,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2015 Senior Male,8
101,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2008 Senior Male,8
1218,USA,Boulder,Colin DUFFY,Male,WC Series Boulder 2022 Senior Male,8
1063,SLO,Boulder,Anze PEHARC,Male,WC Series Boulder 2025 Senior Male,8
186,FIN,Boulder,Nalle HUKKATAIVAL,Male,WC Series Boulder 2007 Senior Male,8
79,BEL,Boulder,Hannes VAN DUYSEN,Male,WC Series Boulder 2023 Senior Male,8
966,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 2002 Senior Male,8
1064,SLO,Boulder,Anze PEHARC,Male,WC Series Boulder 2019 Senior Male,8
1065,SLO,Boulder,Jernej KRUDER,Male,WC Series Boulder 2014 Senior Male,8
967,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 2006 Senior Male,8
1068,SLO,Boulder,Jernej KRUDER,Male,WC Series Boulder 2019 Senior Male,9
531,GER,Boulder,Jonas BAUMANN,Male,WC Series Boulder 2012 Senior Male,9
1066,SLO,Boulder,Klemen BECAN,Male,WC Series Boulder 2009 Senior Male,9
103,CAN,Boulder,Timmy FAIRFIELD,Male,WC Series Boulder 2000 Senior Male,9
440,GBR,Boulder,Andrew EARL,Male,WC Series Boulder 2006 Senior Male,9
1219,USA,Boulder,Daniel WOODS,Male,WC Series Boulder 2011 Senior Male,9
532,GER,Boulder,Jan HOJER,Male,WC Series Boulder 2016 Senior Male,9
1067,SLO,Boulder,Jernej KRUDER,Male,WC Series Boulder 2017 Senior Male,9
1184,UKR,Boulder,Mykhaylo SHALAGIN,Male,WC Series Boulder 2010 Senior Male,9
145,CZE,Boulder,Tomás MRÁZEK,Male,WC Series Boulder 2007 Senior Male,9
968,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 2005 Senior Male,10
1122,SUI,Boulder,Matthias MÜLLER,Male,WC Series Boulder 2006 Senior Male,10
1072,SLO,Boulder,Jernej KRUDER,Male,WC Series Boulder 2012 Senior Male,10
80,BEL,Boulder,Simon LORENZI,Male,WC Series Boulder 2021 Senior Male,10
128,CHN,Boulder,Yufei PAN,Male,WC Series Boulder 2025 Senior Male,10
929,NED,Boulder,Jorg VERHOEVEN,Male,WC Series Boulder 2014 Senior Male,10
930,NED,Boulder,Wouter JONGENEELEN,Male,WC Series Boulder 2004 Senior Male,11
931,NED,Boulder,Jorg VERHOEVEN,Male,WC Series Boulder 2012 Senior Male,11
1220,USA,Boulder,Colin DUFFY,Male,WC Series Boulder 2025 Senior Male,11
1221,USA,Boulder,Colin DUFFY,Male,WC Series Boulder 2023 Senior Male,11
442,GBR,Boulder,Gareth PARRY,Male,WC Series Boulder 2007 Senior Male,11
0,AUS,Boulder,James KASSAY,Male,WC Series Boulder 2014 Senior Male,11
104,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2009 Senior Male,11
105,CAN,Boulder,Sean MCCOLL,Male,WC Series Boulder 2010 Senior Male,11
106,CAN,Boulder,Timmy FAIRFIELD,Male,WC Series Boulder 1999 Senior Male,12
1123,SUI,Boulder,Cédric LACHAT,Male,WC Series Boulder 2013 Senior Male,12
1124,SUI,Boulder,Matthias MÜLLER,Male,WC Series Boulder 2008 Senior Male,12
969,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 2004 Senior Male,12
970,POL,Boulder,Andrzej MECHERZYNSKI-WIKTOR,Male,WC Series Boulder 2015 Senior Male,12
631,ISR,Boulder,Alex KHAZANOV,Male,WC Series Boulder 2018 Senior Male,12
932,NED,Boulder,Jorg VERHOEVEN,Male,WC Series Boulder 2009 Senior Male,13
933,NED,Boulder,Jorg VERHOEVEN,Male,WC Series Boulder 2016 Senior Male,13
1222,USA,Boulder,Daniel WOODS,Male,WC Series Boulder 2009 Senior Male,13
1125,SUI,Boulder,Cédric LACHAT,Male,WC Series Boulder 2010 Senior Male,13
1126,SUI,Boulder,Matthias MÜLLER,Male,WC Series Boulder 2005 Senior Male,13
1185,UKR,Boulder,Serik KAZBEKOV,Male,WC Series Boulder 2000 Senior Male,13
1223,USA,Boulder,Daniel WOODS,Male,WC Series Boulder 2008 Senior Male,14
146,CZE,Boulder,Martin STRANIK,Male,WC Series Boulder 2015 Senior Male,14
913,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2016 Senior Male,14
1186,UKR,Boulder,Serik KAZBEKOV,Male,WC Series Boulder 2004 Senior Male,14
912,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2014 Senior Male,14
1187,UKR,Boulder,Serik KAZBEKOV,Male,WC Series Boulder 2005 Senior Male,15
934,NED,Boulder,Nicky DE LEEUW,Male,WC Series Boulder 2011 Senior Male,15
147,CZE,Boulder,Adam ONDRA,Male,WC Series Boulder 2009 Senior Male,15
971,POL,Boulder,Andrzej MECHERZYNSKI-WIKTOR,Male,WC Series Boulder 2014 Senior Male,15
1128,SUI,Boulder,Matthias MÜLLER,Male,WC Series Boulder 2001 Senior Male,16
1127,SUI,Boulder,Cédric LACHAT,Male,WC Series Boulder 2011 Senior Male,16
935,NED,Boulder,Wouter JONGENEELEN,Male,WC Series Boulder 2002 Senior Male,16
81,BEL,Boulder,Simon LORENZI,Male,WC Series Boulder 2023 Senior Male,16
972,POL,Boulder,Tomasz OLEKSY,Male,WC Series Boulder 1999 Senior Male,16
1129,SUI,Boulder,Matthias MÜLLER,Male,WC Series Boulder 2010 Senior Male,16
1,AUS,Boulder,Thomas FARRELL,Male,WC Series Boulder 2014 Senior Male,16
129,CHN,Boulder,Yufei PAN,Male,WC Series Boulder 2019 Senior Male,17
1130,SUI,Boulder,Cédric LACHAT,Male,WC Series Boulder 2009 Senior Male,17
1188,UKR,Boulder,Andrey VEDENMEER,Male,WC Series Boulder 2000 Senior Male,17
625,IRI,Boulder,Gholamali BARATZADEH,Male,WC Series Boulder 2015 Senior Male,18
632,ISR,Boulder,Oren PRIHED,Male,WC Series Boulder 2025 Senior Male,18
169,ESP,Boulder,Pedro PONS,Male,WC Series Boulder 1999 Senior Male,18
914,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2017 Senior Male,18
170,ESP,Boulder,Bruno MACIAS MATUTANO,Male,WC Series Boulder 2001 Senior Male,19
973,POL,Boulder,Andrzej MECHERZYNSKI-WIKTOR,Male,WC Series Boulder 2004 Senior Male,19
1165,SVK,Boulder,Marek REPCIK,Male,WC Series Boulder 2004 Senior Male,20
923,MEX,Boulder,Mauricio HUERTA,Male,WC Series Boulder 2013 Senior Male,20
171,ESP,Boulder,Juan PONS ALEMAN,Male,WC Series Boulder 2001 Senior Male,20
148,CZE,Boulder,Adam ONDRA,Male,WC Series Boulder 2023 Senior Male,20
82,BEL,Boulder,Hannes VAN DUYSEN,Male,WC Series Boulder 2024 Senior Male,21
187,FIN,Boulder,Nalle HUKKATAIVAL,Male,WC Series Boulder 2005 Senior Male,22
2,AUS,Boulder,Christopher WEBB-PARSONS,Male,WC Series Boulder 2011 Senior Male,22
83,BEL,Boulder,Nicolas COLLIN,Male,WC Series Boulder 2023 Senior Male,22
4,AUS,Boulder,James KASSAY,Male,WC Series Boulder 2015 Senior Male,23
3,AUS,Boulder,James KASSAY,Male,WC Series Boulder 2013 Senior Male,23
188,FIN,Boulder,Anthony GULLSTEN,Male,WC Series Boulder 2012 Senior Male,23
633,ISR,Boulder,Nimrod MARCUS,Male,WC Series Boulder 2023 Senior Male,23
634,ISR,Boulder,Alex KHAZANOV,Male,WC Series Boulder 2019 Senior Male,24
172,ESP,Boulder,Pedro PONS,Male,WC Series Boulder 2001 Senior Male,24
1166,SVK,Boulder,Marek REPCIK,Male,WC Series Boulder 2001 Senior Male,26
915,LAT,Boulder,Edvards GRUZITIS,Male,WC Series Boulder 2023 Senior Male,26
1167,SVK,Boulder,Marek REPCIK,Male,WC Series Boulder 2005 Senior Male,27
173,ESP,Boulder,Alberto GINÉS LÓPEZ,Male,WC Series Boulder 2023 Senior Male,27
626,IRI,Boulder,Gholamali BARATZADEH,Male,WC Series Boulder 2017 Senior Male,28
5,AUS,Boulder,James KASSAY,Male,WC Series Boulder 2012 Senior Male,28
90,BUL,Boulder,Nikolay RUSEV,Male,WC Series Boulder 2025 Senior Male,28
91,BUL,Boulder,Boyco MARINOV,Male,WC Series Boulder 2000 Senior Male,29
924,MEX,Boulder,Mauricio HUERTA,Male,WC Series Boulder 2012 Senior Male,29
174,ESP,Boulder,Alberto GINÉS LÓPEZ,Male,WC Series Boulder 2022 Senior Male,29
627,IRI,Boulder,Gholamali BARATZADEH,Male,WC Series Boulder 2016 Senior Male,30
84,BEL,Boulder,Nicolas COLLIN,Male,WC Series Boulder 2021 Senior Male,30
635,ISR,Boulder,Alex KHAZANOV,Male,WC Series Boulder 2022 Senior Male,31
1178,THA,Boulder,Ardch INTRACHUPONGSE,Male,WC Series Boulder 2024 Senior Male,31
85,BEL,Boulder,Nicolas COLLIN,Male,WC Series Boulder 2025 Senior Male,31
961,NOR,Boulder,Thilo jeldrik SCHRÖTER,Male,WC Series Boulder 2018 Senior Male,31
916,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2018 Senior Male,32
1168,SVK,Boulder,Andrej CHRASTINA,Male,WC Series Boulder 2002 Senior Male,32
636,ISR,Boulder,Alex KHAZANOV,Male,WC Series Boulder 2017 Senior Male,33
1169,SVK,Boulder,Andrej CHRASTINA,Male,WC Series Boulder 2003 Senior Male,33
93,BUL,Boulder,Kalin GARBOV,Male,WC Series Boulder 2000 Senior Male,34
92,BUL,Boulder,Nikolay RUSEV,Male,WC Series Boulder 2024 Senior Male,34
925,MEX,Boulder,Mauricio HUERTA,Male,WC Series Boulder 2014 Senior Male,34
962,NOR,Boulder,Magnus MIDTBOE,Male,WC Series Boulder 2010 Senior Male,34
130,CHN,Boulder,Yufei PAN,Male,WC Series Boulder 2023 Senior Male,34
1170,SVK,Boulder,Andrej CHRASTINA,Male,WC Series Boulder 2004 Senior Male,35
189,FIN,Boulder,Anthony GULLSTEN,Male,WC Series Boulder 2013 Senior Male,35
1171,SVK,Boulder,Marek REPCIK,Male,WC Series Boulder 2003 Senior Male,36
86,BEL,Boulder,Nicolas COLLIN,Male,WC Series Boulder 2018 Senior Male,36
190,FIN,Boulder,Nalle HUKKATAIVAL,Male,WC Series Boulder 2009 Senior Male,37
982,RSA,Boulder,Paul BROUARD,Male,WC Series Boulder 2002 Senior Male,37
131,CHN,Boulder,Qinghua WANG,Male,WC Series Boulder 2013 Senior Male,37
6,AUS,Boulder,Christopher WEBB-PARSONS,Male,WC Series Boulder 2013 Senior Male,37
94,BUL,Boulder,Nikolay RUSEV,Male,WC Series Boulder 2023 Senior Male,37
7,AUS,Boulder,Christopher WEBB-PARSONS,Male,WC Series Boulder 2012 Senior Male,38
920,LTU,Boulder,Kipras BALTRUNAS,Male,WC Series Boulder 2016 Senior Male,38
638,ISR,Boulder,Ram LEVIN,Male,WC Series Boulder 2024 Senior Male,38
637,ISR,Boulder,Nimrod MARCUS,Male,WC Series Boulder 2022 Senior Male,38
191,FIN,Boulder,Anthony GULLSTEN,Male,WC Series Boulder 2021 Senior Male,39
192,FIN,Boulder,Anton JOHANSONN,Male,WC Series Boulder 2013 Senior Male,39
639,ISR,Boulder,Alex KHAZANOV,Male,WC Series Boulder 2023 Senior Male,39
628,IRI,Boulder,Gholamali BARATZADEH,Male,WC Series Boulder 2014 Senior Male,39
132,CHN,Boulder,Haibin QU,Male,WC Series Boulder 2014 Senior Male,39
87,BEL,Boulder,Simon LORENZI,Male,WC Series Boulder 2022 Senior Male,39
89,BLR,Boulder,Sergei SHAFEROV,Male,WC Series Boulder 2005 Senior Male,39
640,ISR,Boulder,Alex KHAZANOV,Male,WC Series Boulder 2016 Senior Male,39
8,AUS,Boulder,James KASSAY,Male,WC Series Boulder 2016 Senior Male,41
622,HKG,Boulder,Sin-Fai HO,Male,WC Series Boulder 2013 Senior Male,41
95,BUL,Boulder,Slav KIROV,Male,WC Series Boulder 2024 Senior Male,41
133,CHN,Boulder,Ziqi XU,Male,WC Series Boulder 2025 Senior Male,41
134,CHN,Boulder,Junzhe HU,Male,WC Series Boulder 2024 Senior Male,43
9,AUS,Boulder,Thomas FARRELL,Male,WC Series Boulder 2015 Senior Male,43
917,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2009 Senior Male,43
135,CHN,Boulder,Haibin QU,Male,WC Series Boulder 2013 Senior Male,44
963,NOR,Boulder,Thilo jeldrik SCHRÖTER,Male,WC Series Boulder 2017 Senior Male,44
629,IRI,Boulder,Amir NOURI,Male,WC Series Boulder 2016 Senior Male,44
1172,SVK,Boulder,Peter DOLEZAJ,Male,WC Series Boulder 2003 Senior Male,45
136,CHN,Boulder,Hongshu QIU,Male,WC Series Boulder 2013 Senior Male,45
137,CHN,Boulder,Zida MA,Male,WC Series Boulder 2015 Senior Male,45
623,HKG,Boulder,Sin-Fai HO,Male,WC Series Boulder 2015 Senior Male,46
1173,SVK,Boulder,Ondrej SVUB,Male,WC Series Boulder 2011 Senior Male,46
193,FIN,Boulder,Tomi NYTORP,Male,WC Series Boulder 2003 Senior Male,47
630,IRI,Boulder,Gholamali BARATZADEH,Male,WC Series Boulder 2022 Senior Male,47
1176,SWE,Boulder,Hannes PUMAN,Male,WC Series Boulder 2023 Senior Male,47
1175,SWE,Boulder,Daniel ANDERSSON,Male,WC Series Boulder 2010 Senior Male,47
1174,SVK,Boulder,Andrej CHRASTINA,Male,WC Series Boulder 2006 Senior Male,47
921,LTU,Boulder,Kipras BALTRUNAS,Male,WC Series Boulder 2014 Senior Male,47
96,BUL,Boulder,Todor DJAMBAZOV,Male,WC Series Boulder 2000 Senior Male,47
918,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2013 Senior Male,47
127,CHI,Boulder,Benjamin VARGAS,Male,WC Series Boulder 2024 Senior Male,48
1177,SWE,Boulder,Daniel ANDERSSON,Male,WC Series Boulder 2009 Senior Male,48
624,HKG,Boulder,Cheung-Chi Shoji CHAN,Male,WC Series Boulder 2025 Senior Male,48
919,LAT,Boulder,Rolands RUGENS,Male,WC Series Boulder 2015 Senior Male,48
922,MAS,Boulder,Hafzanizam BOKHARI,Male,WC Series Boulder 2012 Senior Male,49
194,FIN,Boulder,Nalle HUKKATAIVAL,Male,WC Series Boulder 2006 Senior Male,49
995,KOR,Lead,Chaehyun SEO,Female,WC Series Lead 2019 Senior Female,1
1266,SLO,Lead,Janja GARNBRET,Female,WC Series Lead 2016 Senior Female,1
1267,SLO,Lead,Janja GARNBRET,Female,WC Series Lead 2018 Senior Female,1
1268,SLO,Lead,Janja GARNBRET,Female,WC Series Lead 2017 Senior Female,1
1269,SLO,Lead,Mina MARKOVIC,Female,WC Series Lead 2012 Senior Female,1
1270,SLO,Lead,Mina MARKOVIC,Female,WC Series Lead 2015 Senior Female,1
1271,SLO,Lead,Mina MARKOVIC,Female,WC Series Lead 2011 Senior Female,1
1272,SLO,Lead,Maja VIDMAR,Female,WC Series Lead 2007 Senior Female,1
342,FRA,Lead,Isabelle PATISSIER,Female,WC Series Lead 1990 Senior Female,1
341,FRA,Lead,Isabelle PATISSIER,Female,WC Series Lead 1991 Senior Female,1
340,FRA,Lead,Nanette RAYBAUD,Female,WC Series Lead 1989 Senior Female,1
339,FRA,Lead,Liv SANSOZ,Female,WC Series Lead 2000 Senior Female,1
338,FRA,Lead,Liv SANSOZ,Female,WC Series Lead 1996 Senior Female,1
337,FRA,Lead,Liv SANSOZ,Female,WC Series Lead 1998 Senior Female,1
1578,USA,Lead,Lynn HILL,Female,WC Series Lead 1990 Senior Female,1
1579,USA,Lead,Robyn ERBESFIELD,Female,WC Series Lead 1993 Senior Female,1
1580,USA,Lead,Robyn ERBESFIELD,Female,WC Series Lead 1992 Senior Female,1
1581,USA,Lead,Robyn ERBESFIELD,Female,WC Series Lead 1995 Senior Female,1
1582,USA,Lead,Robyn ERBESFIELD,Female,WC Series Lead 1994 Senior Female,1
157,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 1997 Senior Female,1
158,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 1999 Senior Female,1
159,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 2001 Senior Female,1
160,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 2002 Senior Female,1
161,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 2003 Senior Female,1
1265,SLO,Lead,Janja GARNBRET,Female,WC Series Lead 2021 Senior Female,1
1264,SLO,Lead,Janja GARNBRET,Female,WC Series Lead 2022 Senior Female,1
996,KOR,Lead,Jain KIM,Female,WC Series Lead 2013 Senior Female,1
14,AUT,Lead,Angela EITER,Female,WC Series Lead 2004 Senior Female,1
11,AUT,Lead,Johanna ERNST,Female,WC Series Lead 2009 Senior Female,1
12,AUT,Lead,Johanna ERNST,Female,WC Series Lead 2008 Senior Female,1
13,AUT,Lead,Angela EITER,Female,WC Series Lead 2006 Senior Female,1
10,AUT,Lead,Jessica PILZ,Female,WC Series Lead 2023 Senior Female,1
9,AUT,Lead,Jessica PILZ,Female,WC Series Lead 2024 Senior Female,1
997,KOR,Lead,Jain KIM,Female,WC Series Lead 2010 Senior Female,1
998,KOR,Lead,Jain KIM,Female,WC Series Lead 2014 Senior Female,1
15,AUT,Lead,Angela EITER,Female,WC Series Lead 2005 Senior Female,1
350,FRA,Lead,Isabelle PATISSIER,Female,WC Series Lead 1994 Senior Female,2
349,FRA,Lead,Sandrine LEVET,Female,WC Series Lead 2006 Senior Female,2
348,FRA,Lead,Sandrine LEVET,Female,WC Series Lead 2002 Senior Female,2
347,FRA,Lead,Sandrine LEVET,Female,WC Series Lead 2003 Senior Female,2
1000,KOR,Lead,Jain KIM,Female,WC Series Lead 2009 Senior Female,2
1583,USA,Lead,Natalia GROSSMAN,Female,WC Series Lead 2021 Senior Female,2
16,AUT,Lead,Jessica PILZ,Female,WC Series Lead 2018 Senior Female,2
1001,KOR,Lead,Jain KIM,Female,WC Series Lead 2011 Senior Female,2
1002,KOR,Lead,Jain KIM,Female,WC Series Lead 2017 Senior Female,2
1003,KOR,Lead,Jain KIM,Female,WC Series Lead 2015 Senior Female,2
1425,SUI,Lead,Susi GOOD,Female,WC Series Lead 1991 Senior Female,2
1281,SLO,Lead,Maja VIDMAR,Female,WC Series Lead 2005 Senior Female,2
162,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 1998 Senior Female,2
999,KOR,Lead,Chaehyun SEO,Female,WC Series Lead 2022 Senior Female,2
165,BEL,Lead,Anak VERHOEVEN,Female,WC Series Lead 2016 Senior Female,2
1426,SUI,Lead,Susi GOOD,Female,WC Series Lead 1993 Senior Female,2
1004,KOR,Lead,Jain KIM,Female,WC Series Lead 2012 Senior Female,2
768,ITA,Lead,Luisa IOVANE,Female,WC Series Lead 1989 Senior Female,2
163,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 2004 Senior Female,2
17,AUT,Lead,Angela EITER,Female,WC Series Lead 2007 Senior Female,2
164,BEL,Lead,Muriel SARKANY,Female,WC Series Lead 2000 Senior Female,2
1427,SUI,Lead,Alexandra EYER,Female,WC Series Lead 2004 Senior Female,3
21,AUT,Lead,Angela EITER,Female,WC Series Lead 2003 Senior Female,3
769,ITA,Lead,Laura ROGORA,Female,WC Series Lead 2021 Senior Female,3
1588,USA,Lead,Elena OVTCHINNIKOVA,Female,WC Series Lead 1993 Senior Female,3
1587,USA,Lead,Robyn ERBESFIELD,Female,WC Series Lead 1991 Senior Female,3
1586,USA,Lead,Robyn ERBESFIELD,Female,WC Series Lead 1989 Senior Female,3
1585,USA,Lead,Lynn HILL,Female,WC Series Lead 1992 Senior Female,3
850,JPN,Lead,Ai MORI,Female,WC Series Lead 2024 Senior Female,3
851,JPN,Lead,Momoka ODA,Female,WC Series Lead 2013 Senior Female,3
852,JPN,Lead,Natsuki TANII,Female,WC Series Lead 2019 Senior Female,3
167,BEL,Lead,Anak VERHOEVEN,Female,WC Series Lead 2017 Senior Female,3
1429,SUI,Lead,Susi GOOD,Female,WC Series Lead 1992 Senior Female,4
1430,SUI,Lead,Annatina SCHULTZ,Female,WC Series Lead 2001 Senior Female,4
1428,SUI,Lead,Alexandra EYER,Female,WC Series Lead 2005 Senior Female,4
1132,RUS,Lead,Elena CHOUMILOVA,Female,WC Series Lead 1997 Senior Female,4
770,ITA,Lead,Laura ROGORA,Female,WC Series Lead 2022 Senior Female,4
1133,RUS,Lead,Elena CHOUMILOVA,Female,WC Series Lead 1999 Senior Female,4
854,JPN,Lead,Momoka ODA,Female,WC Series Lead 2012 Senior Female,4
853,JPN,Lead,Ai MORI,Female,WC Series Lead 2023 Senior Female,4
1134,RUS,Lead,Dinara FAKHRITDINOVA,Female,WC Series Lead 2013 Senior Female,5
671,GER,Lead,Katrin SEDLMAYER,Female,WC Series Lead 2002 Senior Female,5
773,ITA,Lead,Luisa IOVANE,Female,WC Series Lead 1998 Senior Female,5
772,ITA,Lead,Luisa IOVANE,Female,WC Series Lead 1991 Senior Female,5
771,ITA,Lead,Luisa IOVANE,Female,WC Series Lead 1990 Senior Female,5
859,JPN,Lead,Akiyo NOGUCHI,Female,WC Series Lead 2019 Senior Female,5
858,JPN,Lead,Akiyo NOGUCHI,Female,WC Series Lead 2008 Senior Female,5
857,JPN,Lead,Natsuki TANII,Female,WC Series Lead 2023 Senior Female,5
856,JPN,Lead,Mei KOTAKE,Female,WC Series Lead 2018 Senior Female,5
855,JPN,Lead,Mei KOTAKE,Female,WC Series Lead 2024 Senior Female,5
